結	38
溢	0
疾	1
游	34
丘	1
流	44
期	79
滋	21
施	18
此	23
有	325
離	32
覆	3
洽	1
修	1
昆	0
延	4
人	650
明	清	0
明	傾	0
明	征	0
明	生	0.5
明	平	0.09090909090909091
明	寧	0.09090909090909091
榮	成	0.25
榮	清	0.16666666666666666
榮	傾	0
榮	征	0
榮	生	0.09090909090909091
榮	平	0.09090909090909091
榮	寧	0.041666666666666664
成	清	0.16666666666666666
成	傾	0
成	征	0.05
成	生	1.0
成	平	0.25
成	寧	0.16666666666666666
清	傾	0
清	征	0.05
清	生	0.03571428571428571
清	平	0
清	寧	0.16666666666666666
傾	征	0
傾	生	0.1
傾	平	0.06666666666666667
傾	寧	0
征	生	0.045454545454545456
征	平	0.045454545454545456
征	寧	0.045454545454545456
生	平	0.045454545454545456
生	寧	0.045454545454545456
平	寧	0.045454545454545456
土	65
穀	12
處	33
域	34
緒	44
舉	63
熟	412
亨	0
盛	81
功	127
馨	0
平	244
成	111
寧	211
土	穀	0
土	處	0
土	域	0
土	緒	0
土	舉	0
土	熟	0
土	亨	0
土	盛	0
土	功	0
土	馨	0
土	平	0
土	成	0
土	寧	0
穀	處	0
穀	域	0
穀	緒	0
穀	舉	0
穀	熟	0
穀	亨	0
穀	盛	0
穀	功	0
穀	馨	0
穀	平	0
穀	成	0
穀	寧	0
處	域	0
處	緒	0
處	舉	0
處	熟	0
處	亨	0
處	盛	0
處	功	0
處	馨	0
處	平	0
處	成	0
處	寧	0
域	緒	0
域	舉	0
域	熟	0
域	亨	0
域	盛	0.037037037037037035
域	功	0
域	馨	0
域	平	0
域	成	0
域	寧	0
緒	舉	0
緒	熟	0
緒	亨	0
緒	盛	0
緒	功	0
緒	馨	0
緒	平	0
緒	成	0
緒	寧	0
舉	熟	0
舉	亨	0
舉	盛	0
舉	功	0.03225806451612903
舉	馨	0
舉	平	0
舉	成	0
舉	寧	0
熟	亨	0
熟	盛	0
熟	功	0
熟	馨	0
熟	平	0
熟	成	0
熟	寧	0
亨	盛	0
亨	功	0
亨	馨	0
亨	平	0
亨	成	0
亨	寧	0
盛	功	0
盛	馨	0
盛	平	0
盛	成	0
盛	寧	0.017543859649122806
功	馨	0
功	平	0
功	成	0.16666666666666666
功	寧	0.16666666666666666
馨	平	0
馨	成	0
馨	寧	0
平	成	0.25
平	寧	0.045454545454545456
成	寧	0.16666666666666666
淵	4
文	155
言	136
淵	文	0
淵	言	0
文	言	0
君	412
勛	0
分	42
民	154
震	1
臣	69
仁	126
昏	25
泯	0
君	勛	0
君	分	1.0
君	民	0.5
君	震	0
君	臣	0.047619047619047616
君	仁	0.047619047619047616
君	昏	0
君	泯	0
勛	分	0
勛	民	0
勛	震	0
勛	臣	0
勛	仁	0
勛	昏	0
勛	泯	0
分	民	0
分	震	0
分	臣	0
分	仁	0
分	昏	0.038461538461538464
分	泯	0
民	震	0
民	臣	0
民	仁	0.017543859649122806
民	昏	0
民	泯	0
震	臣	0
震	仁	0
震	昏	0
震	泯	0
臣	仁	0.04
臣	昏	0
臣	泯	0
仁	昏	0
仁	泯	0
昏	泯	0
淵	6
運	8
勤	0
身	101
純	51
聞	64
勳	11
昆	67
淵	運	0
淵	勤	0
淵	身	0
淵	純	0
淵	聞	0
淵	勳	0
淵	昆	0
運	勤	0
運	身	0
運	純	0
運	聞	0
運	勳	0
運	昆	0
勤	身	0
勤	純	0
勤	聞	0
勤	勳	0
勤	昆	0
身	純	0
身	聞	0
身	勳	0
身	昆	0
純	聞	0.047619047619047616
純	勳	0.09090909090909091
純	昆	0.09090909090909091
聞	勳	0
聞	昆	0
勳	昆	0.09090909090909091
氣	4
父	86
子	1096
山	87
部	5
精	26
山	87
山	87
首	138
公	380
天	157
祀	37
佑	0
雲	301
厲	3
岳	0
璧	0
靈	76
志	135
庭	114
降	12
稔	6
盈	28
進	5
虎	105
大	33
茂	18
禁	0
化	0
極	514
姓	21
公	380
窕	11
雨	62
恭	54
祀	37
尺	29
給	0
下	115
負	9
采	0
鬼	10
遁	0
惔	0
吸	0
息	1187
瑋	0
邑	0
德	213
幤	0
氣	父	0
氣	子	0
氣	山	0
氣	部	0
氣	精	0
氣	山	0.02040816326530612
氣	山	0.02040816326530612
氣	首	0
氣	公	0
氣	天	0
氣	祀	0
氣	佑	0
氣	雲	0
氣	厲	0
氣	岳	0
氣	璧	0
氣	靈	0
氣	志	0
氣	庭	0
氣	降	0
氣	稔	0
氣	盈	0
氣	進	0
氣	虎	0
氣	大	0
氣	茂	0
氣	禁	0
氣	化	0
氣	極	0
氣	姓	0
氣	公	0.02040816326530612
氣	窕	0
氣	雨	0
氣	恭	0
氣	祀	0.02040816326530612
氣	尺	0
氣	給	0
氣	下	0
氣	負	0
氣	采	0
氣	鬼	0
氣	遁	0
氣	惔	0
氣	吸	0
氣	息	0
氣	瑋	0
氣	邑	0
氣	德	0
氣	幤	0
父	子	0.25
父	山	0
父	部	0
父	精	0
父	山	0.02040816326530612
父	山	0.02040816326530612
父	首	0
父	公	0.2
父	天	0.2
父	祀	0
父	佑	0
父	雲	0
父	厲	0
父	岳	0
父	璧	0
父	靈	0
父	志	0
父	庭	0
父	降	0
父	稔	0
父	盈	0
父	進	0
父	虎	0.3333333333333333
父	大	0
父	茂	0
父	禁	0
父	化	0
父	極	0.25
父	姓	0
父	公	0.2
父	窕	0
父	雨	0.5
父	恭	0
父	祀	0.02040816326530612
父	尺	0
父	給	0
父	下	0.25
父	負	0
父	采	0
父	鬼	0
父	遁	0
父	惔	0
父	吸	0
父	息	0
父	瑋	0
父	邑	0
父	德	0
父	幤	0
子	山	0
子	部	0
子	精	0
子	山	0.02040816326530612
子	山	0.02040816326530612
子	首	0.017543859649122806
子	公	1.0
子	天	0.14285714285714285
子	祀	0
子	佑	0
子	雲	0.3333333333333333
子	厲	0
子	岳	0
子	璧	0
子	靈	0
子	志	0.017543859649122806
子	庭	0.04
子	降	0
子	稔	0
子	盈	0
子	進	0
子	虎	0.2
子	大	0
子	茂	0
子	禁	0
子	化	0
子	極	0.3333333333333333
子	姓	0
子	公	1.0
子	窕	0
子	雨	0
子	恭	0.04
子	祀	0.02040816326530612
子	尺	0
子	給	0
子	下	0
子	負	0
子	采	0
子	鬼	0
子	遁	0
子	惔	0
子	吸	0
子	息	0.14285714285714285
子	瑋	0
子	邑	0
子	德	0.034482758620689655
子	幤	0
山	部	0
山	精	0
山	山	0
山	山	0
山	首	0
山	公	0
山	天	1.0
山	祀	0
山	佑	0
山	雲	0.16666666666666666
山	厲	0
山	岳	0
山	璧	0
山	靈	0
山	志	0
山	庭	0
山	降	0
山	稔	0
山	盈	0
山	進	0.25
山	虎	0
山	大	0
山	茂	0
山	禁	0
山	化	0
山	極	0
山	姓	0
山	公	0.02040816326530612
山	窕	0
山	雨	0
山	恭	0
山	祀	0.02040816326530612
山	尺	0
山	給	0
山	下	0
山	負	0
山	采	0
山	鬼	0
山	遁	0
山	惔	0
山	吸	0
山	息	0
山	瑋	0
山	邑	0
山	德	0
山	幤	0
部	精	0
部	山	0.02040816326530612
部	山	0.02040816326530612
部	首	0
部	公	0
部	天	0
部	祀	0
部	佑	0
部	雲	0
部	厲	0
部	岳	0
部	璧	0
部	靈	0
部	志	0
部	庭	0
部	降	0
部	稔	0
部	盈	0
部	進	0
部	虎	0
部	大	0
部	茂	0
部	禁	0
部	化	0
部	極	0
部	姓	0
部	公	0.02040816326530612
部	窕	0
部	雨	0
部	恭	0
部	祀	0.02040816326530612
部	尺	0
部	給	0
部	下	0
部	負	0
部	采	0
部	鬼	0
部	遁	0
部	惔	0
部	吸	0
部	息	0
部	瑋	0
部	邑	0
部	德	0.2
部	幤	0
精	山	0.02040816326530612
精	山	0.02040816326530612
精	首	0
精	公	0
精	天	0
精	祀	0
精	佑	0
精	雲	0
精	厲	0
精	岳	0
精	璧	0
精	靈	0.09090909090909091
精	志	0
精	庭	0
精	降	0
精	稔	0
精	盈	0
精	進	0
精	虎	0
精	大	0
精	茂	0
精	禁	0
精	化	0
精	極	0
精	姓	0
精	公	0.02040816326530612
精	窕	0
精	雨	0
精	恭	0
精	祀	0.02040816326530612
精	尺	0
精	給	0
精	下	0
精	負	0
精	采	0
精	鬼	0
精	遁	0
精	惔	0
精	吸	0
精	息	0
精	瑋	0
精	邑	0
精	德	0
精	幤	0
山	山	0
山	首	0.02040816326530612
山	公	0.02040816326530612
山	天	1.0
山	祀	0.02040816326530612
山	佑	0.02040816326530612
山	雲	0.16666666666666666
山	厲	0.02040816326530612
山	岳	0.02040816326530612
山	璧	0.02040816326530612
山	靈	0.02040816326530612
山	志	0.02040816326530612
山	庭	0.02040816326530612
山	降	0.02040816326530612
山	稔	0.02040816326530612
山	盈	0.02040816326530612
山	進	0.25
山	虎	0.02040816326530612
山	大	0.02040816326530612
山	茂	0.02040816326530612
山	禁	0.02040816326530612
山	化	0.02040816326530612
山	極	0.02040816326530612
山	姓	0.02040816326530612
山	公	0.02040816326530612
山	窕	0.02040816326530612
山	雨	0.02040816326530612
山	恭	0.02040816326530612
山	祀	0.02040816326530612
山	尺	0.02040816326530612
山	給	0.02040816326530612
山	下	0.02040816326530612
山	負	0.02040816326530612
山	采	0.02040816326530612
山	鬼	0.02040816326530612
山	遁	0.02040816326530612
山	惔	0.02040816326530612
山	吸	0.02040816326530612
山	息	0.02040816326530612
山	瑋	0.02040816326530612
山	邑	0.02040816326530612
山	德	0.02040816326530612
山	幤	0.02040816326530612
山	首	0.02040816326530612
山	公	0.02040816326530612
山	天	1.0
山	祀	0.02040816326530612
山	佑	0.02040816326530612
山	雲	0.16666666666666666
山	厲	0.02040816326530612
山	岳	0.02040816326530612
山	璧	0.02040816326530612
山	靈	0.02040816326530612
山	志	0.02040816326530612
山	庭	0.02040816326530612
山	降	0.02040816326530612
山	稔	0.02040816326530612
山	盈	0.02040816326530612
山	進	0.25
山	虎	0.02040816326530612
山	大	0.02040816326530612
山	茂	0.02040816326530612
山	禁	0.02040816326530612
山	化	0.02040816326530612
山	極	0.02040816326530612
山	姓	0.02040816326530612
山	公	0.02040816326530612
山	窕	0.02040816326530612
山	雨	0.02040816326530612
山	恭	0.02040816326530612
山	祀	0.02040816326530612
山	尺	0.02040816326530612
山	給	0.02040816326530612
山	下	0.02040816326530612
山	負	0.02040816326530612
山	采	0.02040816326530612
山	鬼	0.02040816326530612
山	遁	0.02040816326530612
山	惔	0.02040816326530612
山	吸	0.02040816326530612
山	息	0.02040816326530612
山	瑋	0.02040816326530612
山	邑	0.02040816326530612
山	德	0.02040816326530612
山	幤	0.02040816326530612
首	公	0
首	天	0.017543859649122806
首	祀	0
首	佑	0
首	雲	0
首	厲	0
首	岳	0
首	璧	0
首	靈	0
首	志	0.017543859649122806
首	庭	0
首	降	0
首	稔	0
首	盈	0
首	進	0
首	虎	0
首	大	0
首	茂	0
首	禁	0
首	化	0
首	極	0
首	姓	0
首	公	0.02040816326530612
首	窕	0
首	雨	0
首	恭	0
首	祀	0.02040816326530612
首	尺	0
首	給	0
首	下	0.05263157894736842
首	負	0
首	采	0
首	鬼	0
首	遁	0
首	惔	0
首	吸	0
首	息	0
首	瑋	0
首	邑	0
首	德	0
首	幤	0
公	天	0.2
公	祀	0.25
公	佑	0
公	雲	0
公	厲	0
公	岳	0
公	璧	0
公	靈	0
公	志	0
公	庭	0
公	降	0
公	稔	0
公	盈	0
公	進	0
公	虎	0
公	大	0
公	茂	0
公	禁	0
公	化	0
公	極	0.2
公	姓	0
公	公	0
公	窕	0
公	雨	0
公	恭	0
公	祀	0.25
公	尺	0
公	給	0
公	下	0
公	負	0
公	采	0
公	鬼	0
公	遁	0
公	惔	0
公	吸	0
公	息	0
公	瑋	0
公	邑	0
公	德	0
公	幤	0
天	祀	0
天	佑	0
天	雲	0.25
天	厲	0
天	岳	0
天	璧	0
天	靈	0.05
天	志	0.017543859649122806
天	庭	0.05
天	降	0
天	稔	0
天	盈	0
天	進	0
天	虎	0
天	大	0
天	茂	0
天	禁	0
天	化	0
天	極	0.05
天	姓	0
天	公	0.2
天	窕	0
天	雨	0
天	恭	0
天	祀	0.02040816326530612
天	尺	0
天	給	0
天	下	0
天	負	0
天	采	0
天	鬼	0
天	遁	0
天	惔	0
天	吸	0
天	息	0.05
天	瑋	0
天	邑	0
天	德	0
天	幤	0
祀	佑	0
祀	雲	0
祀	厲	0
祀	岳	0
祀	璧	0
祀	靈	0
祀	志	0
祀	庭	0
祀	降	0
祀	稔	0
祀	盈	0
祀	進	0
祀	虎	0
祀	大	0
祀	茂	0
祀	禁	0
祀	化	0
祀	極	0
祀	姓	0
祀	公	0.25
祀	窕	0
祀	雨	0
祀	恭	0
祀	祀	0
祀	尺	0
祀	給	0
祀	下	0
祀	負	0
祀	采	0
祀	鬼	0
祀	遁	0
祀	惔	0
祀	吸	0
祀	息	0
祀	瑋	0
祀	邑	0
祀	德	0
祀	幤	0
佑	雲	0
佑	厲	0
佑	岳	0
佑	璧	0
佑	靈	0
佑	志	0
佑	庭	0
佑	降	0
佑	稔	0
佑	盈	0
佑	進	0
佑	虎	0
佑	大	0
佑	茂	0
佑	禁	0
佑	化	0
佑	極	0
佑	姓	0
佑	公	0.02040816326530612
佑	窕	0
佑	雨	0
佑	恭	0
佑	祀	0.02040816326530612
佑	尺	0
佑	給	0
佑	下	0
佑	負	0
佑	采	0
佑	鬼	0
佑	遁	0
佑	惔	0
佑	吸	0
佑	息	0
佑	瑋	0
佑	邑	0
佑	德	0
佑	幤	0
雲	厲	0
雲	岳	0
雲	璧	0
雲	靈	0
雲	志	0
雲	庭	0
雲	降	0
雲	稔	0
雲	盈	0
雲	進	0
雲	虎	0.043478260869565216
雲	大	0
雲	茂	0
雲	禁	0
雲	化	0
雲	極	0
雲	姓	0
雲	公	0.02040816326530612
雲	窕	0
雲	雨	0
雲	恭	0
雲	祀	0.02040816326530612
雲	尺	0
雲	給	0
雲	下	0
雲	負	0
雲	采	0
雲	鬼	0
雲	遁	0
雲	惔	0
雲	吸	0
雲	息	0
雲	瑋	0
雲	邑	0
雲	德	0
雲	幤	0
厲	岳	0
厲	璧	0
厲	靈	0
厲	志	0
厲	庭	0
厲	降	0
厲	稔	0
厲	盈	0
厲	進	0
厲	虎	0
厲	大	0
厲	茂	0
厲	禁	0
厲	化	0
厲	極	0
厲	姓	0
厲	公	0.02040816326530612
厲	窕	0
厲	雨	0
厲	恭	0
厲	祀	0.02040816326530612
厲	尺	0
厲	給	0
厲	下	0
厲	負	0
厲	采	0
厲	鬼	0
厲	遁	0
厲	惔	0
厲	吸	0
厲	息	0
厲	瑋	0
厲	邑	0
厲	德	0
厲	幤	0
岳	璧	0
岳	靈	0
岳	志	0
岳	庭	0
岳	降	0
岳	稔	0
岳	盈	0
岳	進	0
岳	虎	0
岳	大	0
岳	茂	0
岳	禁	0
岳	化	0
岳	極	0
岳	姓	0
岳	公	0.02040816326530612
岳	窕	0
岳	雨	0
岳	恭	0
岳	祀	0.02040816326530612
岳	尺	0
岳	給	0
岳	下	0
岳	負	0
岳	采	0
岳	鬼	0
岳	遁	0
岳	惔	0
岳	吸	0
岳	息	0
岳	瑋	0
岳	邑	0
岳	德	0
岳	幤	0
璧	靈	0
璧	志	0
璧	庭	0
璧	降	0
璧	稔	0
璧	盈	0
璧	進	0
璧	虎	0
璧	大	0
璧	茂	0
璧	禁	0
璧	化	0
璧	極	0
璧	姓	0
璧	公	0.02040816326530612
璧	窕	0
璧	雨	0
璧	恭	0
璧	祀	0.02040816326530612
璧	尺	0
璧	給	0
璧	下	0
璧	負	0
璧	采	0
璧	鬼	0
璧	遁	0
璧	惔	0
璧	吸	0
璧	息	0
璧	瑋	0
璧	邑	0
璧	德	0
璧	幤	0
靈	志	0
靈	庭	0.08333333333333333
靈	降	0
靈	稔	0
靈	盈	0
靈	進	0
靈	虎	0
靈	大	0
靈	茂	0
靈	禁	0
靈	化	0
靈	極	0.05
靈	姓	0
靈	公	0.02040816326530612
靈	窕	0
靈	雨	0
靈	恭	0
靈	祀	0.02040816326530612
靈	尺	0
靈	給	0
靈	下	0
靈	負	0
靈	采	0
靈	鬼	0
靈	遁	0
靈	惔	0
靈	吸	0
靈	息	0.05
靈	瑋	0
靈	邑	0
靈	德	0
靈	幤	0
志	庭	0
志	降	0
志	稔	0
志	盈	0
志	進	0
志	虎	0
志	大	0
志	茂	0
志	禁	0
志	化	0
志	極	0
志	姓	0
志	公	0.02040816326530612
志	窕	0
志	雨	0
志	恭	0
志	祀	0.02040816326530612
志	尺	0
志	給	0
志	下	0
志	負	0.14285714285714285
志	采	0
志	鬼	0
志	遁	0
志	惔	0
志	吸	0
志	息	0
志	瑋	0
志	邑	0
志	德	0
志	幤	0
庭	降	0
庭	稔	0
庭	盈	0.03571428571428571
庭	進	0
庭	虎	0
庭	大	0
庭	茂	0
庭	禁	0
庭	化	0
庭	極	0.05
庭	姓	0
庭	公	0.02040816326530612
庭	窕	0
庭	雨	0
庭	恭	0.04
庭	祀	0.02040816326530612
庭	尺	0
庭	給	0
庭	下	0
庭	負	0
庭	采	0
庭	鬼	0
庭	遁	0
庭	惔	0
庭	吸	0
庭	息	0.05
庭	瑋	0
庭	邑	0
庭	德	0
庭	幤	0
降	稔	0
降	盈	0
降	進	0
降	虎	0
降	大	0
降	茂	0
降	禁	0
降	化	0
降	極	0
降	姓	0
降	公	0.02040816326530612
降	窕	0
降	雨	0
降	恭	0
降	祀	0.02040816326530612
降	尺	0
降	給	0
降	下	0
降	負	0
降	采	0
降	鬼	0
降	遁	0
降	惔	0
降	吸	0
降	息	0
降	瑋	0
降	邑	0
降	德	0
降	幤	0
稔	盈	0
稔	進	0
稔	虎	0
稔	大	0
稔	茂	0
稔	禁	0
稔	化	0
稔	極	0
稔	姓	0
稔	公	0.02040816326530612
稔	窕	0
稔	雨	0
稔	恭	0
稔	祀	0.02040816326530612
稔	尺	0
稔	給	0
稔	下	0
稔	負	0
稔	采	0
稔	鬼	0
稔	遁	0
稔	惔	0
稔	吸	0
稔	息	0
稔	瑋	0
稔	邑	0
稔	德	0
稔	幤	0
盈	進	0
盈	虎	0
盈	大	0
盈	茂	0
盈	禁	0
盈	化	0
盈	極	0
盈	姓	0
盈	公	0.02040816326530612
盈	窕	0
盈	雨	0
盈	恭	0
盈	祀	0.02040816326530612
盈	尺	0
盈	給	0
盈	下	0
盈	負	0
盈	采	0
盈	鬼	0
盈	遁	0
盈	惔	0
盈	吸	0
盈	息	0
盈	瑋	0
盈	邑	0
盈	德	0
盈	幤	0
進	虎	0
進	大	0
進	茂	0
進	禁	0
進	化	0
進	極	0
進	姓	0
進	公	0.02040816326530612
進	窕	0
進	雨	0
進	恭	0
進	祀	0.02040816326530612
進	尺	0
進	給	0
進	下	0
進	負	0
進	采	0
進	鬼	0
進	遁	0
進	惔	0
進	吸	0
進	息	0
進	瑋	0
進	邑	0
進	德	0
進	幤	0
虎	大	0
虎	茂	0.09090909090909091
虎	禁	0
虎	化	0
虎	極	0
虎	姓	0
虎	公	0.02040816326530612
虎	窕	0
虎	雨	0.03571428571428571
虎	恭	0
虎	祀	0.02040816326530612
虎	尺	0
虎	給	0
虎	下	0
虎	負	0
虎	采	0
虎	鬼	0
虎	遁	0
虎	惔	0
虎	吸	0
虎	息	0
虎	瑋	0
虎	邑	0
虎	德	0
虎	幤	0
大	茂	0
大	禁	0
大	化	0
大	極	0
大	姓	0
大	公	0.02040816326530612
大	窕	0
大	雨	0
大	恭	0
大	祀	0.02040816326530612
大	尺	0
大	給	0
大	下	0
大	負	0
大	采	0
大	鬼	0
大	遁	0
大	惔	0
大	吸	0
大	息	0
大	瑋	0
大	邑	0
大	德	0
大	幤	0
茂	禁	0
茂	化	0
茂	極	0
茂	姓	0
茂	公	0.02040816326530612
茂	窕	0
茂	雨	0
茂	恭	0
茂	祀	0.02040816326530612
茂	尺	0
茂	給	0
茂	下	0
茂	負	0
茂	采	0
茂	鬼	0
茂	遁	0
茂	惔	0
茂	吸	0
茂	息	0
茂	瑋	0
茂	邑	0
茂	德	0
茂	幤	0
禁	化	0
禁	極	0
禁	姓	0
禁	公	0.02040816326530612
禁	窕	0
禁	雨	0
禁	恭	0
禁	祀	0.02040816326530612
禁	尺	0
禁	給	0
禁	下	0
禁	負	0
禁	采	0
禁	鬼	0
禁	遁	0
禁	惔	0
禁	吸	0
禁	息	0
禁	瑋	0
禁	邑	0
禁	德	0
禁	幤	0
化	極	0
化	姓	0
化	公	0.02040816326530612
化	窕	0
化	雨	0
化	恭	0
化	祀	0.02040816326530612
化	尺	0
化	給	0
化	下	0
化	負	0
化	采	0
化	鬼	0
化	遁	0
化	惔	0
化	吸	0
化	息	0
化	瑋	0
化	邑	0
化	德	0
化	幤	0
極	姓	0
極	公	0.2
極	窕	0
極	雨	0
極	恭	0
極	祀	0.02040816326530612
極	尺	0
極	給	0
極	下	0.25
極	負	0
極	采	0
極	鬼	0.1
極	遁	0
極	惔	0
極	吸	0
極	息	0.03225806451612903
極	瑋	0
極	邑	0
極	德	0.3333333333333333
極	幤	0
姓	公	0.02040816326530612
姓	窕	0
姓	雨	0
姓	恭	0
姓	祀	0.02040816326530612
姓	尺	0.045454545454545456
姓	給	0
姓	下	0
姓	負	0
姓	采	0
姓	鬼	0
姓	遁	0
姓	惔	0
姓	吸	0
姓	息	0
姓	瑋	0
姓	邑	0
姓	德	0
姓	幤	0
公	窕	0.02040816326530612
公	雨	0.02040816326530612
公	恭	0.02040816326530612
公	祀	0.25
公	尺	0.02040816326530612
公	給	0.02040816326530612
公	下	0.02040816326530612
公	負	0.02040816326530612
公	采	0.02040816326530612
公	鬼	0.02040816326530612
公	遁	0.02040816326530612
公	惔	0.02040816326530612
公	吸	0.02040816326530612
公	息	0.02040816326530612
公	瑋	0.02040816326530612
公	邑	0.02040816326530612
公	德	0.02040816326530612
公	幤	0.02040816326530612
窕	雨	0
窕	恭	0
窕	祀	0.02040816326530612
窕	尺	0
窕	給	0
窕	下	0.09090909090909091
窕	負	0
窕	采	0
窕	鬼	0
窕	遁	0
窕	惔	0
窕	吸	0
窕	息	0
窕	瑋	0
窕	邑	0
窕	德	0
窕	幤	0
雨	恭	0
雨	祀	0.02040816326530612
雨	尺	0
雨	給	0
雨	下	0.3333333333333333
雨	負	0
雨	采	0
雨	鬼	0
雨	遁	0
雨	惔	0
雨	吸	0
雨	息	0
雨	瑋	0
雨	邑	0
雨	德	0.09090909090909091
雨	幤	0
恭	祀	0.02040816326530612
恭	尺	0
恭	給	0
恭	下	0
恭	負	0
恭	采	0
恭	鬼	0
恭	遁	0
恭	惔	0
恭	吸	0
恭	息	0
恭	瑋	0
恭	邑	0
恭	德	0
恭	幤	0
祀	尺	0.02040816326530612
祀	給	0.02040816326530612
祀	下	0.02040816326530612
祀	負	0.02040816326530612
祀	采	0.02040816326530612
祀	鬼	0.02040816326530612
祀	遁	0.02040816326530612
祀	惔	0.02040816326530612
祀	吸	0.02040816326530612
祀	息	0.02040816326530612
祀	瑋	0.02040816326530612
祀	邑	0.02040816326530612
祀	德	0.02040816326530612
祀	幤	0.02040816326530612
尺	給	0
尺	下	0
尺	負	0
尺	采	0
尺	鬼	0
尺	遁	0
尺	惔	0
尺	吸	0
尺	息	0
尺	瑋	0
尺	邑	0
尺	德	0
尺	幤	0
給	下	0
給	負	0
給	采	0
給	鬼	0
給	遁	0
給	惔	0
給	吸	0
給	息	0
給	瑋	0
給	邑	0
給	德	0
給	幤	0
下	負	0
下	采	0
下	鬼	0
下	遁	0
下	惔	0
下	吸	0
下	息	0.25
下	瑋	0
下	邑	0
下	德	0
下	幤	0
負	采	0
負	鬼	0
負	遁	0
負	惔	0
負	吸	0
負	息	0
負	瑋	0
負	邑	0
負	德	0
負	幤	0
采	鬼	0
采	遁	0
采	惔	0
采	吸	0
采	息	0
采	瑋	0
采	邑	0
采	德	0
采	幤	0
鬼	遁	0
鬼	惔	0
鬼	吸	0
鬼	息	0
鬼	瑋	0
鬼	邑	0
鬼	德	0
鬼	幤	0
遁	惔	0
遁	吸	0
遁	息	0
遁	瑋	0
遁	邑	0
遁	德	0
遁	幤	0
惔	吸	0
惔	息	0
惔	瑋	0
惔	邑	0
惔	德	0
惔	幤	0
吸	息	0
吸	瑋	0
吸	邑	0
吸	德	0
吸	幤	0
息	瑋	0
息	邑	0
息	德	0.2
息	幤	0
瑋	邑	0
瑋	德	0
瑋	幤	0
邑	德	0
邑	幤	0
德	幤	0
蒸	5
陽	1265
彊	115
忠	340
朋	1
章	1172
興	57
今	4
梁	47
彰	23
昌	1060
蒸	陽	0
蒸	彊	0
蒸	忠	0
蒸	朋	0
蒸	章	0
蒸	興	0
蒸	今	0
蒸	梁	0
蒸	彰	0
蒸	昌	0
陽	彊	0
陽	忠	0
陽	朋	0
陽	章	0.3333333333333333
陽	興	0
陽	今	0
陽	梁	0.06666666666666667
陽	彰	0
陽	昌	0.3333333333333333
彊	忠	0
彊	朋	0
彊	章	0
彊	興	0
彊	今	0
彊	梁	0
彊	彰	0
彊	昌	0.3333333333333333
忠	朋	0
忠	章	0
忠	興	0
忠	今	0
忠	梁	0
忠	彰	0
忠	昌	0
朋	章	0
朋	興	0
朋	今	0
朋	梁	0
朋	彰	0
朋	昌	0
章	興	0
章	今	0
章	梁	0.14285714285714285
章	彰	0
章	昌	0.2
興	今	0
興	梁	0
興	彰	0
興	昌	0
今	梁	0
今	彰	0
今	昌	0
梁	彰	0
梁	昌	0.06666666666666667
彰	昌	0
德	258
昌	1070
衍	54
德	258
居	71
宿	37
禹	0
丑	13
序	50
燿	0
德	昌	0
德	衍	0
德	德	0
德	居	0.037037037037037035
德	宿	0
德	禹	0
德	丑	0
德	序	0
德	燿	0
昌	衍	0
昌	德	0.1111111111111111
昌	居	0
昌	宿	0
昌	禹	0
昌	丑	0
昌	序	0
昌	燿	0
衍	德	0.1111111111111111
衍	居	0
衍	宿	0
衍	禹	0
衍	丑	0
衍	序	0
衍	燿	0
德	居	0.037037037037037035
德	宿	0.1111111111111111
德	禹	0.1111111111111111
德	丑	0.1111111111111111
德	序	0.1111111111111111
德	燿	0.1111111111111111
居	宿	0
居	禹	0
居	丑	0
居	序	0
居	燿	0
宿	禹	0
宿	丑	0
宿	序	0
宿	燿	0
禹	丑	0
禹	序	0
禹	燿	0
丑	序	0
丑	燿	0
序	燿	0
臣	77
辰	34
壯	0
飛	55
永	28
襟	0
軨	5
臣	辰	0
臣	壯	0
臣	飛	0
臣	永	0.034482758620689655
臣	襟	0
臣	軨	0
辰	壯	0
辰	飛	0
辰	永	0
辰	襟	0
辰	軨	0
壯	飛	0
壯	永	0
壯	襟	0
壯	軨	0
飛	永	0
飛	襟	0
飛	軨	0
永	襟	0
永	軨	0
襟	軨	0
清	74
名	152
生	254
盈	73
成	124
聽	33
陽	1275
量	0
臧	3
章	1182
相	66
皇	464
忘	764
香	57
粮	0
畺	5
昌	1078
清	名	0.05
清	生	0.03571428571428571
清	盈	0.03571428571428571
清	成	0.16666666666666666
清	聽	0.2
清	陽	0
清	量	0
清	臧	0
清	章	0
清	相	0
清	皇	0
清	忘	0
清	香	0
清	粮	0
清	畺	0
清	昌	0
名	生	0.5
名	盈	0
名	成	0.05
名	聽	0.07692307692307693
名	陽	0.2
名	量	0
名	臧	0
名	章	0.2
名	相	0
名	皇	0.07692307692307693
名	忘	0.07142857142857142
名	香	0
名	粮	0
名	畺	0
名	昌	0
生	盈	0.03571428571428571
生	成	1.0
生	聽	0.1111111111111111
生	陽	0
生	量	0
生	臧	0
生	章	0.14285714285714285
生	相	0
生	皇	0.2
生	忘	0
生	香	0
生	粮	0
生	畺	0
生	昌	0
盈	成	0
盈	聽	0
盈	陽	0
盈	量	0
盈	臧	0
盈	章	0
盈	相	0
盈	皇	0
